"Phnom Penh International Airport, Cambodia",Date,Time,Temperature (C),Dew Point (C),Humidity (%),Wind Direction,Wind Speed (km/h),Wind Gust (km/h),"Pressure (Inch, Hg)",Precipitation (Inch),Condition
"Phnom Penh International Airport, Cambodia",1/5/2019,14:30,32.78,22.22,52,SE,19.31,0.00,29.79,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/5/2019,15:00,32.78,22.22,52,E,12.87,0.00,29.79,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/5/2019,15:30,32.78,22.22,52,SE,12.87,0.00,29.79,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/5/2019,16:00,32.78,21.11,49,SE,11.27,0.00,29.79,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/5/2019,16:30,32.22,21.11,52,SE,11.27,0.00,29.79,0,Fair
"Phnom Penh International Airport, Cambodia",1/5/2019,17:00,32.22,21.11,52,SE,9.66,0.00,29.79,0,Fair
"Phnom Penh International Airport, Cambodia",1/5/2019,17:30,32.22,21.11,52,S,9.66,0.00,29.79,0,Fair
"Phnom Penh International Airport, Cambodia",1/5/2019,18:00,31.11,21.11,55,S,9.66,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/5/2019,18:30,30.00,22.78,66,SSW,9.66,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/5/2019,19:00,28.89,23.89,74,SSW,8.05,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/5/2019,19:30,28.89,23.89,74,S,9.66,0.00,29.88,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/5/2019,20:00,27.78,23.89,79,S,8.05,0.00,29.88,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/5/2019,20:30,28.89,22.78,70,S,9.66,0.00,29.88,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/5/2019,21:00,27.78,23.89,79,SSW,8.05,0.00,29.88,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/5/2019,21:30,27.78,23.89,79,SSW,9.66,0.00,29.88,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/5/2019,22:00,27.22,22.78,79,S,9.66,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/5/2019,22:30,27.22,22.78,79,SSW,9.66,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/5/2019,23:00,27.22,22.78,79,S,8.05,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/5/2019,23:30,27.22,22.78,79,SSW,8.05,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,0:00,26.11,22.22,78,S,8.05,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,0:30,26.11,22.78,83,SSW,8.05,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,1:00,26.11,22.78,83,SW,3.22,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,1:30,26.11,22.78,83,SSW,4.83,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,2:00,26.11,22.78,83,VAR,4.83,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,2:30,26.11,22.78,83,VAR,3.22,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,3:00,26.11,22.78,83,VAR,1.61,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,3:30,26.11,22.78,83,VAR,1.61,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,4:00,25.00,22.78,89,CALM,0.00,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,4:30,25.00,22.78,89,CALM,0.00,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,5:00,25.00,22.78,89,CALM,0.00,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,5:30,25.00,22.78,89,CALM,0.00,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,6:00,25.00,22.22,83,VAR,1.61,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,6:30,25.00,22.78,89,VAR,1.61,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,7:00,26.11,22.78,83,NNW,3.22,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,7:30,26.11,22.78,83,N,8.05,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,8:00,27.22,22.78,79,NNE,8.05,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,8:30,27.22,22.78,79,NNE,12.87,0.00,29.91,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,9:00,27.78,22.78,74,NE,16.09,0.00,29.91,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,9:30,28.89,22.22,66,NE,16.09,0.00,29.91,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,10:00,28.89,22.78,70,NE,14.48,0.00,29.91,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,10:30,28.89,22.22,66,NE,14.48,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,11:00,30.00,22.22,62,NNE,14.48,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,11:30,31.11,22.22,58,NNE,11.27,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,12:00,31.11,22.22,58,NE,12.87,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,12:30,32.22,22.22,55,NNE,9.66,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,13:00,32.22,22.22,55,N,9.66,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,13:30,32.78,22.22,52,N,9.66,0.00,29.79,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,14:00,32.22,22.22,55,NNE,9.66,0.00,29.79,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,14:30,32.22,22.22,55,N,9.66,0.00,29.79,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,15:00,32.22,22.22,55,VAR,4.83,0.00,29.79,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/6/2019,15:30,32.22,22.22,55,VAR,4.83,0.00,29.79,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/6/2019,16:00,32.78,21.11,49,E,9.66,0.00,29.79,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/6/2019,16:30,32.78,21.11,49,VAR,3.22,0.00,29.79,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/6/2019,17:00,32.22,22.22,55,VAR,4.83,0.00,29.79,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,17:30,32.22,22.22,55,VAR,3.22,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,18:00,32.22,22.22,55,VAR,3.22,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,18:30,31.11,22.22,58,VAR,1.61,0.00,29.82,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/6/2019,19:00,32.22,22.22,55,VAR,1.61,0.00,29.82,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/6/2019,19:30,30.00,22.22,62,VAR,1.61,0.00,29.82,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/6/2019,20:00,30.00,22.78,66,VAR,4.83,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,20:30,30.00,22.22,62,S,3.22,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,21:00,30.00,22.78,66,VAR,4.83,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,21:30,28.89,22.78,70,SSE,4.83,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,22:00,28.89,22.78,70,S,3.22,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,22:30,27.78,23.89,79,S,4.83,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,23:00,27.78,23.89,79,S,8.05,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/6/2019,23:30,27.78,23.89,79,S,8.05,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,0:00,27.22,25.00,89,S,11.27,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,0:30,27.22,25.00,89,S,11.27,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,1:00,27.22,23.89,84,SSE,9.66,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,1:30,27.22,23.89,84,VAR,4.83,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,2:00,27.22,23.89,84,VAR,3.22,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,2:30,27.22,23.89,84,SSW,4.83,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,3:00,26.11,23.89,89,SSW,4.83,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,3:30,26.11,23.89,89,SSW,3.22,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,4:00,26.11,23.89,89,SSW,3.22,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,4:30,26.11,23.89,89,SSW,1.61,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,5:00,26.11,23.89,89,SSW,1.61,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,5:30,26.11,23.89,89,S,1.61,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,6:00,26.11,23.89,89,CALM,0.00,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,6:30,26.11,23.89,89,VAR,1.61,0.00,29.85,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/7/2019,7:00,26.11,23.89,89,VAR,1.61,0.00,29.85,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/7/2019,7:30,27.22,23.89,84,NW,3.22,0.00,29.88,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/7/2019,8:00,27.22,23.89,84,VAR,4.83,0.00,29.88,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/7/2019,8:30,27.22,23.89,84,N,9.66,0.00,29.88,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/7/2019,9:00,27.22,22.22,74,N,9.66,0.00,29.88,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/7/2019,9:30,27.78,21.11,66,NNE,9.66,0.00,29.88,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/7/2019,10:00,27.78,21.11,66,ENE,9.66,0.00,29.88,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/7/2019,10:30,28.89,21.11,62,ENE,8.05,0.00,29.88,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/7/2019,11:00,28.89,21.11,62,ENE,9.66,0.00,29.88,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/7/2019,11:30,30.00,21.11,58,E,11.27,0.00,29.85,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/7/2019,12:00,31.11,22.22,58,NE,9.66,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,12:30,30.00,21.11,58,NE,8.05,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,13:00,31.11,22.22,58,NE,4.83,0.00,29.79,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,13:30,32.22,22.22,55,VAR,3.22,0.00,29.79,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,14:00,32.22,22.22,55,ESE,8.05,0.00,29.76,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,14:30,32.22,22.22,55,E,9.66,0.00,29.76,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,15:00,32.22,22.22,55,S,11.27,0.00,29.76,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,15:30,32.78,22.22,52,ESE,8.05,0.00,29.76,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,16:00,32.22,21.11,52,ESE,8.05,0.00,29.76,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,16:30,32.22,22.22,55,SSE,8.05,0.00,29.76,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,17:00,31.11,21.11,55,S,11.27,0.00,29.76,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,17:30,31.11,21.11,55,S,8.05,0.00,29.79,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,18:00,30.00,21.11,58,S,9.66,0.00,29.79,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,18:30,30.00,22.22,62,S,8.05,0.00,29.79,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,19:00,30.00,21.11,58,S,12.87,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,19:30,28.89,21.11,62,S,9.66,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,20:00,27.78,22.22,70,S,9.66,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,20:30,27.78,22.22,70,S,9.66,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,21:00,27.78,22.22,70,S,11.27,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,21:30,27.78,22.22,70,S,8.05,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,22:00,27.78,21.11,66,S,8.05,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,22:30,27.78,21.11,66,SSE,4.83,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,23:00,27.22,22.22,74,S,9.66,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/7/2019,23:30,27.22,22.78,79,S,11.27,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,0:00,27.22,22.78,79,S,8.05,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,0:30,26.11,22.78,83,S,8.05,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,1:00,26.11,22.78,83,SW,4.83,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,1:30,26.11,22.78,83,VAR,1.61,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,2:00,26.11,22.22,78,VAR,1.61,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,2:30,27.22,22.22,74,VAR,1.61,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,3:00,27.22,22.22,74,N,3.22,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,3:30,26.11,22.22,78,NE,3.22,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,4:30,26.11,22.22,78,CALM,0.00,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,6:00,26.11,22.22,78,N,8.05,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,6:30,25.00,20.00,74,NE,9.66,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,7:00,25.00,20.00,74,NNE,11.27,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,7:30,26.11,21.11,74,NNE,8.05,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,8:00,26.11,21.11,74,NNE,12.87,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,8:30,27.22,21.11,70,NNE,12.87,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,9:00,27.22,21.11,70,NE,14.48,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,9:30,27.78,21.11,66,VAR,4.83,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,10:00,27.78,21.11,66,NNW,9.66,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,10:30,28.89,21.11,62,N,8.05,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,11:00,30.00,21.11,58,N,8.05,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,11:30,30.00,21.11,58,VAR,3.22,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,12:00,30.00,21.11,58,NNE,12.87,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,12:30,31.11,21.11,55,NNE,8.05,0.00,29.82,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/8/2019,13:00,31.11,21.11,55,VAR,4.83,0.00,29.79,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/8/2019,13:30,32.22,22.22,55,E,9.66,0.00,29.79,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/8/2019,14:00,32.22,21.11,52,VAR,4.83,0.00,29.79,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,14:30,32.22,21.11,52,ESE,11.27,0.00,29.79,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,15:00,32.22,20.00,49,E,9.66,0.00,29.76,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,15:30,32.78,20.00,46,S,11.27,0.00,29.76,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,16:00,32.22,20.00,49,VAR,4.83,0.00,29.79,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,16:30,32.22,18.89,46,SSE,9.66,0.00,29.79,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,17:00,32.22,21.11,52,SSE,8.05,0.00,29.79,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,17:30,31.11,21.11,55,SE,9.66,0.00,29.79,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,18:00,30.00,22.22,62,SSE,11.27,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,18:30,30.00,22.22,62,SSE,9.66,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,19:00,28.89,22.78,70,S,9.66,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,19:30,28.89,23.89,74,S,9.66,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,20:00,28.89,23.89,74,VAR,4.83,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,20:30,27.78,23.89,79,S,8.05,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,21:00,27.78,23.89,79,S,8.05,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,21:30,27.78,23.89,79,S,8.05,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,22:00,27.78,23.89,79,SSE,9.66,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,22:30,27.22,23.89,84,S,11.27,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,23:00,27.22,23.89,84,S,12.87,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/8/2019,23:30,26.11,23.89,89,S,12.87,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,0:00,26.11,23.89,89,S,11.27,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,0:30,26.11,22.78,83,S,9.66,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,1:00,25.00,22.78,89,S,4.83,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,1:30,25.00,22.78,89,S,8.05,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,2:00,25.00,22.78,89,SSW,8.05,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,2:30,25.00,22.78,89,S,8.05,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,3:00,25.00,22.78,89,S,8.05,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,3:30,25.00,22.78,89,VAR,1.61,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,4:00,25.00,22.78,89,VAR,1.61,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,4:30,25.00,22.78,89,CALM,0.00,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,5:00,25.00,22.78,89,CALM,0.00,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,5:30,25.00,22.78,89,VAR,3.22,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,6:00,25.00,22.78,89,VAR,1.61,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,6:30,25.00,22.78,89,CALM,0.00,0.00,29.88,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/9/2019,7:00,26.11,22.78,83,VAR,1.61,0.00,29.88,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/9/2019,7:30,26.11,22.78,83,VAR,1.61,0.00,29.88,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,8:00,27.22,22.78,79,NNW,8.05,0.00,29.91,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,8:30,27.22,22.78,79,VAR,3.22,0.00,29.91,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,9:00,27.78,22.78,74,VAR,4.83,0.00,29.91,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,9:30,27.78,23.89,79,VAR,4.83,0.00,29.91,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/9/2019,10:00,27.78,22.78,74,NNW,8.05,0.00,29.91,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/9/2019,10:30,27.78,22.78,74,VAR,3.22,0.00,29.88,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/9/2019,11:00,28.89,22.78,70,VAR,8.05,0.00,29.88,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/9/2019,11:30,30.00,23.89,70,VAR,3.22,0.00,29.88,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/9/2019,12:00,31.11,22.78,62,VAR,3.22,0.00,29.85,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/9/2019,12:30,31.11,22.78,62,WNW,8.05,0.00,29.85,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/9/2019,13:00,32.22,22.78,59,VAR,1.61,0.00,29.82,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/9/2019,13:30,32.22,22.22,55,VAR,4.83,0.00,29.79,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/9/2019,14:00,32.22,22.22,55,NE,9.66,0.00,29.79,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/9/2019,14:30,32.22,22.22,55,VAR,3.22,0.00,29.79,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/9/2019,15:00,32.22,22.22,55,NE,8.05,0.00,29.79,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/9/2019,15:30,32.22,21.11,52,NE,8.05,0.00,29.79,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/9/2019,16:00,32.22,21.11,52,NNE,12.87,0.00,29.79,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",1/9/2019,16:30,32.78,20.00,46,SE,8.05,0.00,29.79,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,17:00,32.22,20.00,49,VAR,3.22,0.00,29.79,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,17:30,31.11,20.00,52,ESE,4.83,0.00,29.79,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,18:00,30.00,22.22,62,SE,8.05,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,18:30,30.00,22.22,62,SE,4.83,0.00,29.82,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,20:00,28.89,22.78,70,VAR,3.22,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,20:30,28.89,22.78,70,SSW,3.22,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,21:00,27.78,22.78,74,SSW,8.05,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,21:30,27.78,22.78,74,SSW,4.83,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,22:00,27.78,22.78,74,SSW,4.83,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,22:30,27.78,22.78,74,VAR,4.83,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,23:00,27.22,22.78,79,SSW,8.05,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/9/2019,23:30,27.22,22.78,79,VAR,8.05,0.00,29.85,0,Fair
"Phnom Penh International Airport, Cambodia",1/10/2019,0:00,27.22,22.78,79,SSW,4.83,0.00,29.85,0,Fair
