"Phnom Penh International Airport, Cambodia",Date,Time,Temperature (C),Dew Point (C),Humidity (%),Wind Direction,Wind Speed (km/h),Wind Gust (km/h),"Pressure (Inch, Hg)",Precipitation (Inch),Condition
"Phnom Penh International Airport, Cambodia",6/5/2020,9:30,32.22,23.89,62,SSW,12.87,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",6/5/2020,10:00,32.22,22.78,59,SSW,9.66,0.00,29.75,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/5/2020,10:30,32.78,23.89,59,SW,9.66,0.00,29.75,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/5/2020,11:00,33.89,22.22,49,VAR,4.83,0.00,29.75,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/5/2020,11:30,33.89,22.22,49,WSW,11.27,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/5/2020,12:00,33.89,22.22,49,W,9.66,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/5/2020,12:30,33.89,21.11,46,SW,9.66,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/5/2020,13:00,35.00,22.22,47,VAR,8.05,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",6/5/2020,13:30,35.00,22.78,49,SSE,9.66,0.00,29.66,0,Fair
"Phnom Penh International Airport, Cambodia",6/5/2020,14:00,35.00,22.22,47,SSW,8.05,0.00,29.66,0,Fair
"Phnom Penh International Airport, Cambodia",6/5/2020,14:30,35.00,21.11,44,VAR,4.83,0.00,29.64,0,Fair
"Phnom Penh International Airport, Cambodia",6/5/2020,15:00,35.00,22.22,47,SSW,12.87,0.00,29.64,0,Fair
"Phnom Penh International Airport, Cambodia",6/5/2020,15:30,33.89,23.89,56,SSE,22.53,0.00,29.64,0,Fair
"Phnom Penh International Airport, Cambodia",6/5/2020,16:00,32.78,22.78,55,SSW,24.14,0.00,29.66,0,Fair
"Phnom Penh International Airport, Cambodia",6/5/2020,16:30,31.11,22.22,58,W,12.87,0.00,29.64,0,T-Storm
"Phnom Penh International Airport, Cambodia",6/5/2020,17:00,31.11,22.22,58,W,9.66,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/5/2020,17:30,30.00,22.22,62,VAR,4.83,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/5/2020,18:00,30.00,22.78,66,VAR,4.83,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/5/2020,18:30,30.00,23.89,70,SW,11.27,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/5/2020,19:00,30.00,23.89,70,SW,9.66,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/5/2020,19:30,31.11,23.89,66,WSW,9.66,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/5/2020,20:00,30.00,25.00,74,SW,11.27,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/5/2020,20:30,30.00,25.00,74,VAR,4.83,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/5/2020,21:00,30.00,25.00,74,VAR,4.83,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/5/2020,21:30,30.00,25.00,74,SSW,9.66,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/5/2020,22:00,28.89,25.00,79,S,8.05,0.00,29.75,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/5/2020,22:30,28.89,25.00,79,S,9.66,0.00,29.75,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/5/2020,23:00,28.89,25.00,79,S,11.27,0.00,29.75,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/5/2020,23:30,28.89,25.00,79,S,9.66,0.00,29.75,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,0:00,28.89,25.00,79,SSW,9.66,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,0:30,28.89,23.89,74,SW,11.27,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,1:00,27.78,23.89,79,SW,8.05,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,1:30,27.78,23.89,79,W,4.83,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,2:00,27.78,22.78,74,VAR,4.83,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,2:30,27.78,23.89,79,VAR,1.61,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,3:00,27.78,23.89,79,VAR,1.61,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,3:30,27.78,22.78,74,VAR,1.61,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,4:00,27.78,23.89,79,VAR,4.83,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,4:30,27.78,23.89,79,VAR,3.22,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,5:00,27.78,23.89,79,SW,3.22,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,5:30,27.22,23.89,84,S,3.22,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,6:00,27.22,23.89,84,S,3.22,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,6:30,27.78,23.89,79,VAR,1.61,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,7:00,28.89,23.89,74,VAR,1.61,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/6/2020,7:30,28.89,23.89,74,VAR,4.83,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/6/2020,8:00,30.00,23.89,70,VAR,4.83,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/6/2020,8:30,30.00,23.89,70,SSW,8.05,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/6/2020,9:00,31.11,23.89,66,SSW,8.05,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/6/2020,9:30,32.22,22.78,59,SSW,9.66,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",6/6/2020,10:00,32.22,22.78,59,S,12.87,0.00,29.75,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,10:30,32.78,23.89,59,S,14.48,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,11:00,32.78,22.78,55,SSW,14.48,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,11:30,33.89,22.78,52,SSW,20.92,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,12:00,33.89,22.78,52,SSW,19.31,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,12:30,35.00,22.78,49,SSW,20.92,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,13:00,33.89,23.89,56,SSW,20.92,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,14:00,32.78,22.78,55,SSW,27.36,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,14:30,32.22,22.22,55,WSW,20.92,40.23,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,15:00,32.78,22.22,52,WSW,14.48,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,15:30,32.78,22.22,52,SW,16.09,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,16:00,32.78,22.22,52,SW,22.53,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,16:30,33.89,22.22,49,SSW,22.53,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,17:00,32.78,22.22,52,SW,12.87,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,17:30,32.78,22.78,55,W,11.27,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,18:00,32.22,22.78,59,W,11.27,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,18:30,31.11,23.89,66,W,11.27,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,19:00,31.11,23.89,66,W,8.05,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,19:30,31.11,25.00,70,VAR,3.22,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/6/2020,20:00,31.11,25.00,70,VAR,1.61,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",6/6/2020,20:30,30.00,25.00,74,VAR,1.61,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/6/2020,21:00,30.00,25.00,74,SSE,12.87,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/6/2020,21:30,28.89,26.11,84,S,11.27,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",6/6/2020,22:00,28.89,26.11,84,S,9.66,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",6/6/2020,22:30,28.89,26.11,84,S,9.66,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",6/6/2020,23:00,28.89,26.11,84,S,8.05,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",6/6/2020,23:30,28.89,22.78,70,VAR,3.22,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",6/7/2020,0:00,28.89,23.89,74,VAR,1.61,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",6/7/2020,0:30,27.78,25.00,84,S,4.83,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",6/7/2020,1:00,27.78,25.00,84,S,4.83,0.00,29.75,0,Fair
"Phnom Penh International Airport, Cambodia",6/7/2020,1:30,27.78,25.00,84,S,4.83,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/7/2020,2:00,27.78,25.00,84,S,4.83,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/7/2020,2:30,27.78,25.00,84,S,4.83,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",6/7/2020,3:00,27.78,25.00,84,S,4.83,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",6/7/2020,4:00,27.78,25.00,84,SSW,1.61,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",6/7/2020,4:30,27.78,25.00,84,SSW,4.83,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",6/7/2020,5:00,27.78,25.00,84,SSW,4.83,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",6/7/2020,5:30,27.78,25.00,84,VAR,4.83,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/7/2020,6:00,27.78,25.00,84,W,4.83,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/7/2020,6:30,27.78,23.89,79,VAR,1.61,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/7/2020,7:00,28.89,23.89,74,VAR,3.22,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/7/2020,7:30,28.89,23.89,74,VAR,1.61,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/7/2020,8:00,30.00,23.89,70,VAR,1.61,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/7/2020,8:30,31.11,23.89,66,VAR,8.05,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/7/2020,9:00,32.22,23.89,62,SW,9.66,0.00,29.75,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,9:30,32.22,22.78,59,SW,14.48,0.00,29.75,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,10:00,32.78,22.78,55,SW,11.27,0.00,29.75,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,10:30,32.78,22.78,55,SW,12.87,0.00,29.75,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,11:00,32.78,22.78,55,W,12.87,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,11:30,32.78,22.78,55,SW,11.27,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,12:00,33.89,22.78,52,WSW,12.87,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,12:30,35.00,22.78,49,VAR,11.27,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,13:00,35.00,22.22,47,VAR,4.83,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,13:30,35.00,22.22,47,VAR,4.83,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,14:00,35.00,22.78,49,VAR,4.83,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,14:30,36.11,22.22,44,VAR,3.22,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,15:00,35.00,22.22,47,S,9.66,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,15:30,35.00,23.89,53,S,16.09,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,16:00,32.78,22.78,55,S,24.14,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,16:30,32.22,21.11,52,SSW,19.31,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,17:00,32.22,22.22,55,SSW,19.31,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,17:30,32.22,22.22,55,S,12.87,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,18:00,32.22,22.22,55,SSW,11.27,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,18:30,32.22,22.78,59,SSW,12.87,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,19:00,31.11,22.78,62,S,12.87,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,19:30,31.11,22.78,62,S,9.66,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,20:00,30.00,23.89,70,S,9.66,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,20:30,30.00,23.89,70,S,11.27,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,21:00,30.00,23.89,70,S,11.27,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,21:30,38.89,23.89,42,SSW,8.05,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,22:00,28.89,23.89,74,SSW,9.66,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,22:30,28.89,23.89,74,SSW,8.05,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,23:00,30.00,23.89,70,SW,8.05,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/7/2020,23:30,30.00,23.89,70,WSW,8.05,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,0:00,28.89,23.89,74,SSW,9.66,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,0:30,28.89,23.89,74,WSW,11.27,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,1:00,27.78,23.89,79,SW,9.66,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,1:30,27.78,23.89,79,SW,8.05,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,2:00,28.89,22.78,70,WSW,8.05,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,2:30,27.78,22.78,74,WSW,9.66,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,3:00,27.78,22.78,74,WSW,8.05,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,3:30,27.78,22.78,74,SSW,4.83,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,4:00,27.22,22.78,79,SSW,8.05,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,4:30,27.22,22.78,79,SSW,4.83,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,5:00,27.22,22.78,79,SSW,8.05,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,5:30,27.22,22.78,79,SW,8.05,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,6:00,27.78,22.78,74,SW,9.66,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,7:00,28.89,22.78,70,WSW,8.05,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,7:30,28.89,22.78,70,W,9.66,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,8:00,30.00,22.22,62,WSW,12.87,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,8:30,31.11,22.22,58,WSW,12.87,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,9:00,31.11,22.22,58,WSW,11.27,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,9:30,32.22,21.11,52,WSW,12.87,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,10:00,32.78,21.11,49,WSW,12.87,0.00,29.72,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,10:30,32.78,21.11,49,W,12.87,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/8/2020,11:00,33.89,21.11,46,WSW,9.66,0.00,29.72,0,Fair
"Phnom Penh International Airport, Cambodia",6/8/2020,11:30,33.89,21.11,46,W,9.66,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,12:00,35.00,21.11,44,SW,9.66,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,12:30,35.00,21.11,44,S,9.66,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,13:00,35.00,21.11,44,VAR,8.05,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,13:30,36.11,20.00,39,NNW,9.66,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,14:00,37.22,20.00,37,N,9.66,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,14:30,37.22,21.11,39,NNW,11.27,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,15:00,37.22,21.11,39,N,9.66,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,15:30,37.22,22.22,42,N,12.87,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,16:00,36.11,22.22,44,VAR,8.05,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,16:30,36.11,22.22,44,VAR,3.22,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,17:00,36.11,22.22,44,CALM,0.00,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,17:30,35.00,21.11,44,VAR,4.83,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,18:00,35.00,21.11,44,NE,9.66,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,18:30,35.00,21.11,44,N,8.05,0.00,29.58,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,19:00,33.89,21.11,46,NE,3.22,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/8/2020,19:30,33.89,22.22,49,VAR,4.83,0.00,29.61,0,Fair
"Phnom Penh International Airport, Cambodia",6/8/2020,20:00,32.78,23.89,59,SSE,9.66,0.00,29.64,0,Fair
"Phnom Penh International Airport, Cambodia",6/8/2020,20:30,32.22,25.00,66,S,14.48,0.00,29.64,0,Fair
"Phnom Penh International Airport, Cambodia",6/8/2020,21:00,32.22,23.89,62,S,16.09,0.00,29.66,0,Fair
"Phnom Penh International Airport, Cambodia",6/8/2020,21:30,32.22,23.89,62,SSW,19.31,0.00,29.66,0,Fair
"Phnom Penh International Airport, Cambodia",6/8/2020,22:00,31.11,25.00,70,SSW,20.92,0.00,29.66,0,Fair
"Phnom Penh International Airport, Cambodia",6/8/2020,22:30,30.00,25.00,74,SSW,14.48,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",6/8/2020,23:00,30.00,25.00,74,SW,14.48,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",6/8/2020,23:30,31.11,22.78,62,WSW,14.48,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",6/9/2020,0:00,31.11,21.11,55,WSW,16.09,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",6/9/2020,0:30,30.00,21.11,58,WSW,11.27,0.00,29.69,0,Fair
"Phnom Penh International Airport, Cambodia",6/9/2020,1:00,30.00,21.11,58,WSW,8.05,0.00,29.66,0,Fair
"Phnom Penh International Airport, Cambodia",6/9/2020,1:30,30.00,21.11,58,WSW,8.05,0.00,29.66,0,Fair
"Phnom Penh International Airport, Cambodia",6/9/2020,2:00,30.00,21.11,58,WSW,9.66,0.00,29.66,0,Fair
"Phnom Penh International Airport, Cambodia",6/9/2020,2:30,30.00,21.11,58,WSW,9.66,0.00,29.64,0,Fair
"Phnom Penh International Airport, Cambodia",6/9/2020,3:00,30.00,21.11,58,WSW,9.66,0.00,29.64,0,Fair
"Phnom Penh International Airport, Cambodia",6/9/2020,3:30,28.89,21.11,62,WSW,9.66,0.00,29.64,0,Fair
"Phnom Penh International Airport, Cambodia",6/9/2020,4:00,28.89,21.11,62,WSW,9.66,0.00,29.66,0,Fair
"Phnom Penh International Airport, Cambodia",6/9/2020,4:30,30.00,22.22,62,WSW,11.27,0.00,29.66,0,Fair
"Phnom Penh International Airport, Cambodia",6/9/2020,5:00,28.89,22.22,66,SW,11.27,0.00,29.66,0,Fair
"Phnom Penh International Airport, Cambodia",6/9/2020,5:30,28.89,22.22,66,SW,11.27,0.00,29.66,0,Fair
"Phnom Penh International Airport, Cambodia",6/9/2020,6:00,28.89,22.22,66,WSW,9.66,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,6:30,28.89,22.22,66,WSW,4.83,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,7:00,30.00,22.78,66,SW,11.27,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,7:30,30.00,22.78,66,S,8.05,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,8:00,31.11,22.78,62,VAR,4.83,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,8:30,32.22,22.78,59,SW,11.27,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,9:00,32.22,22.78,59,S,8.05,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,9:30,32.78,23.89,59,VAR,3.22,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,10:00,35.00,22.78,49,VAR,1.61,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,10:30,35.00,23.89,53,VAR,4.83,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,11:00,36.11,21.11,41,VAR,3.22,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,11:30,36.11,22.22,44,S,8.05,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,12:00,36.11,20.00,39,SSE,8.05,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,12:30,37.22,21.11,39,SSW,11.27,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,13:00,37.22,21.11,39,S,9.66,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,13:30,37.22,21.11,39,VAR,4.83,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,14:00,37.22,21.11,39,S,8.05,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,14:30,37.22,21.11,39,SW,9.66,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,15:00,37.22,20.00,37,SW,9.66,0.00,29.61,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,15:30,33.89,22.78,52,VAR,9.66,0.00,29.61,0,Light Rain
"Phnom Penh International Airport, Cambodia",6/9/2020,16:00,27.78,23.89,79,W,12.87,46.67,29.61,0,T-Storm
"Phnom Penh International Airport, Cambodia",6/9/2020,16:30,27.78,22.78,74,NW,20.92,0.00,29.61,0,Light Rain with Thunder
"Phnom Penh International Airport, Cambodia",6/9/2020,17:00,31.11,23.89,66,WNW,9.66,0.00,29.61,0,Thunder
"Phnom Penh International Airport, Cambodia",6/9/2020,17:30,31.11,23.89,66,SE,12.87,0.00,29.61,0,Mostly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,18:00,31.11,25.00,70,S,11.27,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,18:30,30.00,25.00,74,SSE,12.87,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,19:00,30.00,25.00,74,S,9.66,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,19:30,30.00,25.00,74,S,11.27,0.00,29.64,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,20:00,30.00,25.00,74,S,11.27,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,20:30,30.00,25.00,74,S,9.66,0.00,29.66,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,21:00,30.00,25.00,74,S,11.27,0.00,29.69,0,Partly Cloudy
"Phnom Penh International Airport, Cambodia",6/9/2020,21:30,30.00,25.00,74,SSW,9.66,0.00,29.69,0,Partly Cloudy
